NotificationID	NotificationTypeID	ProcessID	TimeSpooled	Message	Error	Verbose	Sent	CenterID	Origin	Active
1358	23	12	2016-07-25 11:29:04	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1359	23	12	2016-07-25 11:29:04	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1360	23	12	2016-07-25 11:29:04	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1361	23	12	2016-07-25 11:29:05	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1362	23	12	2016-07-25 11:29:05	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1363	23	12	2016-07-25 11:29:05	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1364	23	12	2016-07-25 11:29:05	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1365	23	12	2016-07-25 11:29:05	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1366	23	12	2016-07-25 11:29:05	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1367	23	12	2016-07-25 11:29:05	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1368	23	12	2016-07-25 11:29:05	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1369	23	12	2016-07-25 11:29:06	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1370	23	12	2016-07-25 11:29:06	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1371	23	12	2016-07-25 11:29:06	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1372	23	12	2016-07-25 11:29:06	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1373	23	12	2016-07-25 11:29:06	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1374	23	12	2016-07-25 11:29:06	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1375	23	12	2016-07-25 11:29:06	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1376	23	12	2016-07-25 11:29:07	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1377	23	12	2016-07-25 11:29:07	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1378	23	12	2016-07-25 11:29:07	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1379	23	12	2016-07-25 11:29:07	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1380	23	12	2016-07-25 11:29:07	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1381	23	12	2016-07-25 11:29:07	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1382	23	12	2016-07-25 11:29:07	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1383	23	12	2016-07-25 11:29:07	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1384	23	12	2016-07-25 11:29:07	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1385	23	12	2016-07-25 11:29:08	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1386	23	12	2016-07-25 11:29:08	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1387	23	12	2016-07-25 11:29:08	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1388	23	12	2016-07-25 11:29:08	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1389	23	12	2016-07-25 11:29:08	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1390	23	12	2016-07-25 11:29:08	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1391	23	12	2016-07-25 11:29:08	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1392	23	12	2016-07-25 11:29:08	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1393	23	12	2016-07-25 11:29:08	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1394	23	12	2016-07-25 11:29:09	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1395	23	12	2016-07-25 11:29:09	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1396	23	12	2016-07-25 11:29:09	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1397	23	12	2016-07-25 11:29:09	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1398	23	12	2016-07-25 11:29:09	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1399	23	12	2016-07-25 11:29:09	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1400	23	12	2016-07-25 11:29:09	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1401	23	12	2016-07-25 11:29:09	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1402	23	12	2016-07-25 11:29:09	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1403	23	12	2016-07-25 11:29:10	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1404	23	12	2016-07-25 11:29:10	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1405	23	12	2016-07-25 11:29:10	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1406	23	12	2016-07-25 11:29:10	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1407	23	12	2016-07-25 11:29:10	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1408	23	12	2016-07-25 11:29:10	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1409	23	12	2016-07-25 11:29:11	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1410	23	12	2016-07-25 11:29:11	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1411	23	12	2016-07-25 11:29:11	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1412	23	12	2016-07-25 11:29:11	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1413	23	12	2016-07-25 11:29:11	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1414	23	12	2016-07-25 11:29:11	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1415	23	12	2016-07-25 11:29:11	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1416	23	12	2016-07-25 11:29:11	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1417	23	12	2016-07-25 11:29:12	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1418	23	12	2016-07-25 11:29:12	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1419	23	12	2016-07-25 11:29:12	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1420	23	12	2016-07-25 11:29:12	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1421	23	12	2016-07-25 11:29:12	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1422	23	12	2016-07-25 11:29:12	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1423	23	12	2016-07-25 11:29:12	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1424	23	12	2016-07-25 11:29:13	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1425	23	12	2016-07-25 11:29:13	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1426	23	12	2016-07-25 11:29:13	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1427	23	12	2016-07-25 11:29:13	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1428	23	12	2016-07-25 11:29:13	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1429	23	12	2016-07-25 11:29:13	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1430	23	12	2016-07-25 11:29:13	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1431	23	12	2016-07-25 11:29:13	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1432	23	12	2016-07-25 11:29:14	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1433	23	12	2016-07-25 11:29:14	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1434	23	12	2016-07-25 11:29:14	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1435	23	12	2016-07-25 11:29:14	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1436	23	12	2016-07-25 11:29:14	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1437	23	12	2016-07-25 11:29:14	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1438	23	12	2016-07-25 11:29:14	\nThe patient-name MTL053_300053 read from the DICOM header does not match MTL053_300053_V3from the mri_upload table\n	Y	N	N	\N	ImagingUpload.pm	Y
1439	23	12	2016-07-25 11:29:14	\nERROR: There are 346 file(s) where the patient-name doesn't match \n	Y	N	N	\N	ImagingUpload.pm	Y
1440	22	12	2016-07-25 11:29:14	\nThe candidate info validation has failed \n	Y	N	N	\N	imaging_upload_file.pl	Y
1441	22	13	2016-07-25 11:31:31	\nThe candidate info validation has passed \n	N	N	N	\N	imaging_upload_file.pl	Y
1442	22	13	2016-07-25 11:32:12	\nThe dicomtar execution has successfully completed\n	N	N	N	\N	imaging_upload_file.pl	Y
1443	23	13	2016-07-25 11:32:13	\n==> verifying dicom archive md5sum (checksum)\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1444	23	13	2016-07-25 11:32:13	\n-> checksum for target        :  7b52c142a7c596e2c171bee7befafdd2\n-> checksum from database :  7b52c142a7c596e2c171bee7befafdd2\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1445	23	13	2016-07-25 11:32:14	\n==> Verifying acquisition center\n-> Center Name : MTL\n-> CenterID  : 2\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1446	23	13	2016-07-25 11:32:14	\n==> Data found for candidate   : CandID: 300053- PSCID: MTL053- Visit: V3- Acquired : 2009-05-28\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1447	23	13	2016-07-25 11:32:14	\n==> getSubjectIDs returned this CandID/DCCID : 300053\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1448	23	13	2016-07-25 11:32:14	\n==> Getting session ID\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1449	23	13	2016-07-25 11:32:14	\nSessionID: 1135\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1450	23	13	2016-07-25 11:32:14	\nExtracting tarchive /data/loris/data/tarchive/DCM_2009-05-28_ImagingUpload-11-31-3FPmt1.tar in /tmp/TarLoad-11-32-QUZ6CK \n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1451	23	13	2016-07-25 11:32:14	\ncd /tmp/TarLoad-11-32-QUZ6CK ; tar -xf /data/loris/data/tarchive/DCM_2009-05-28_ImagingUpload-11-31-3FPmt1.tar\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1452	23	13	2016-07-25 11:32:16	\n<STUDY>\n<STUDY_INFO>\n* Unique Study ID          :    1.2.124.113532.172.28.8.14.20090528.171039.8023362\n* Patient Name             :    MTL053_300053_V3\n* Patient ID               :    18899294\n* Patient date of birth    :    1981-05-15\n* Scan Date                :    2009-05-28\n* Patient Sex              :    M\n* Scanner Model Name       :    TrioTim\n* Scanner Software Version :    syngo MR B15\n* Institution Name         :    UNC HOSPITALS\n* Modality                 :    MR\n\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1453	23	13	2016-07-25 11:32:16	\nExtracting tarchive /data/loris/data/tarchive/DCM_2009-05-28_ImagingUpload-11-31-3FPmt1.tar in /tmp/TarLoad-11-32-r5Kmu_ \n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1454	23	13	2016-07-25 11:32:16	\ncd /tmp/TarLoad-11-32-r5Kmu_ ; tar -xf /data/loris/data/tarchive/DCM_2009-05-28_ImagingUpload-11-31-3FPmt1.tar\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1455	23	13	2016-07-25 11:32:18	\n<STUDY>\n<STUDY_INFO>\n* Unique Study ID          :    1.2.124.113532.172.28.8.14.20090528.171039.8023362\n* Patient Name             :    MTL053_300053_V3\n* Patient ID               :    18899294\n* Patient date of birth    :    1981-05-15\n* Scan Date                :    2009-05-28\n* Patient Sex              :    M\n* Scanner Model Name       :    TrioTim\n* Scanner Software Version :    syngo MR B15\n* Institution Name         :    UNC HOSPITALS\n* Modality                 :    MR\n\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1456	23	13	2016-07-25 11:32:37	\nfind /tmp/TarLoad-11-32-r5Kmu_/ImagingUpload-11-31-3FPmt1 -type f | /data/loris/bin/mri/dicom-archive/get_dicom_info.pl -studyuid -series -echo -image -file -series_descr -attvalue 0018 0024 -stdin | sort -n -k1 -k2 -k6 -k3 -k7 -k4 | grep -iv localizer | cut -f 5 | dcm2mnc -dname '' -stdin -clobber -usecoordinates /tmp/TarLoad-11-32-r5Kmu_ \n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1457	23	13	2016-07-25 11:32:37	\n### These MINC files have been created: \n/tmp/TarLoad-11-32-r5Kmu_/mtl053_300053_v3_20090528_182540_2_mri.mnc\n/tmp/TarLoad-11-32-r5Kmu_/mtl053_300053_v3_20090528_182540_3_mri.mnc\n/tmp/TarLoad-11-32-r5Kmu_/mtl053_300053_v3_20090528_182540_4_mri.mnc\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1458	20	13	2016-07-25 11:32:37	\nNumber of MINC files that will be considered for inserting into the database: 3\n	N	Y	N	\N	tarchiveLoader	Y
1459	23	13	2016-07-25 11:32:38	\nMoving tarchive into library\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1460	23	13	2016-07-25 11:32:38	\nmv /data/loris/data/tarchive/DCM_2009-05-28_ImagingUpload-11-31-3FPmt1.tar /data/loris/data/tarchive/2009/DCM_2009-05-28_ImagingUpload-11-31-3FPmt1.tar\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1461	23	13	2016-07-25 11:32:38	\n==> Loading file from disk /tmp/TarLoad-11-32-r5Kmu_/mtl053_300053_v3_20090528_182540_2_mri.mnc\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1462	23	13	2016-07-25 11:32:39	\n--> mapping DICOM parameter for /tmp/TarLoad-11-32-r5Kmu_/mtl053_300053_v3_20090528_182540_2_mri.mnc\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1463	23	13	2016-07-25 11:32:39	\n==> computing md5 hash for MINC body.\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1464	23	13	2016-07-25 11:32:39	\n--> md5: 017d0dee5ff485a11864a916116f2b05\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1465	23	13	2016-07-25 11:32:39	\n==> verifying acquisition protocol\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1466	23	13	2016-07-25 11:32:39	\nAcquisition protocol is t1\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1467	23	13	2016-07-25 11:32:39	\nWorst error: pass\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1468	23	13	2016-07-25 11:32:40	\nAcq protocol: t1 - ID: 44\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1469	23	13	2016-07-25 11:32:40	\nFile /tmp/TarLoad-11-32-r5Kmu_/mtl053_300053_v3_20090528_182540_2_mri.mnc \nmoved to:\n/data/loris/data/assembly/300053/V3/mri/native/loris_300053_V3_t1_001.mnc\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1470	23	13	2016-07-25 11:32:40	\nRegistering file into database\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1471	23	13	2016-07-25 11:32:40	\nFileID: 15\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1472	12	13	2016-07-25 11:32:41	\n300053 MTL053 V3 acquired 20090528 t1_mpr_1mm_p2_pos50\n	N	Y	N	\N	minc_insertion.pl	Y
1473	23	13	2016-07-25 11:32:46	\n==> Loading file from disk /tmp/TarLoad-11-32-r5Kmu_/mtl053_300053_v3_20090528_182540_3_mri.mnc\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1474	23	13	2016-07-25 11:32:47	\n--> mapping DICOM parameter for /tmp/TarLoad-11-32-r5Kmu_/mtl053_300053_v3_20090528_182540_3_mri.mnc\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1475	23	13	2016-07-25 11:32:47	\n==> computing md5 hash for MINC body.\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1476	23	13	2016-07-25 11:32:47	\n--> md5: 19c383e96493e5ce950ddc6db24b700d\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1477	23	13	2016-07-25 11:32:47	\n==> verifying acquisition protocol\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1478	23	13	2016-07-25 11:32:47	\nAcquisition protocol is t2\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1479	23	13	2016-07-25 11:32:47	\nWorst error: pass\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1480	23	13	2016-07-25 11:32:47	\nAcq protocol: t2 - ID: 45\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1481	23	13	2016-07-25 11:32:47	\nFile /tmp/TarLoad-11-32-r5Kmu_/mtl053_300053_v3_20090528_182540_3_mri.mnc \nmoved to:\n/data/loris/data/assembly/300053/V3/mri/native/loris_300053_V3_t2_001.mnc\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1482	23	13	2016-07-25 11:32:47	\nRegistering file into database\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1483	23	13	2016-07-25 11:32:48	\nFileID: 16\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1484	12	13	2016-07-25 11:32:48	\n300053 MTL053 V3  acquired 20090528 t2_spc_1mm_p2\n	N	Y	N	\N	minc_insertion.pl	Y
1485	23	13	2016-07-25 11:32:58	\n==> Loading file from disk /tmp/TarLoad-11-32-r5Kmu_/mtl053_300053_v3_20090528_182540_4_mri.mnc\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1486	23	13	2016-07-25 11:32:59	\n--> mapping DICOM parameter for /tmp/TarLoad-11-32-r5Kmu_/mtl053_300053_v3_20090528_182540_4_mri.mnc\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1487	23	13	2016-07-25 11:32:59	\n==> computing md5 hash for MINC body.\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1488	23	13	2016-07-25 11:33:00	\n--> md5: 7810299660e7feb2d7e53b406d5f4034\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1489	23	13	2016-07-25 11:33:00	\n==> verifying acquisition protocol\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1490	23	13	2016-07-25 11:33:00	\nAcquisition protocol is dti\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1491	23	13	2016-07-25 11:33:00	\nWorst error: pass\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1492	23	13	2016-07-25 11:33:00	\nAcq protocol: dti - ID: 48\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1493	23	13	2016-07-25 11:33:00	\nFile /tmp/TarLoad-11-32-r5Kmu_/mtl053_300053_v3_20090528_182540_4_mri.mnc \nmoved to:\n/data/loris/data/assembly/300053/V3/mri/native/loris_300053_V3_dti_001.mnc\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1494	23	13	2016-07-25 11:33:00	\nRegistering file into database\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1495	23	13	2016-07-25 11:33:01	\nFileID: 17\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1496	12	13	2016-07-25 11:33:01	\n300053 MTL053 V3 acquired 20090528 ep2d_dif  25dir NO ANGLE\n	N	Y	N	\N	minc_insertion.pl	Y
1497	11	13	2016-07-25 11:33:10	\n300053 MTL053 V3 acquired 2009-05-28\n	N	Y	N	\N	tarchiveLoader	Y
1498	20	13	2016-07-25 11:33:10	\n==> Done tarchiveLoader execution!  Removing /tmp/TarLoad-11-32-r5Kmu_.\n	N	Y	N	\N	tarchiveLoader	Y
1499	22	13	2016-07-25 11:33:10	\nThe insertion scripts have successfully completed\n	N	N	N	\N	imaging_upload_file.pl	Y
1500	23	13	2016-07-25 11:33:10	\nThe following file /data/loris/data/tarchive/2009/DCM_2009-05-28_ImagingUpload-11-31-3FPmt1.tar\n was found\n	N	Y	N	\N	ImagingUpload.pm	Y
1501	22	13	2016-07-25 11:33:10	\nThe uploaded file /data/incoming/MTL053_300053_V3.zip has been removed\n\n	N	N	N	\N	imaging_upload_file.pl	Y
1502	22	14	2016-07-25 15:02:49	\nThe candidate info validation has passed \n	N	N	N	\N	imaging_upload_file.pl	Y
1503	22	14	2016-07-25 15:03:20	\nThe dicomtar execution has successfully completed\n	N	N	N	\N	imaging_upload_file.pl	Y
1504	23	14	2016-07-25 15:03:20	\n==> verifying dicom archive md5sum (checksum)\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1505	23	14	2016-07-25 15:03:20	\n-> checksum for target        :  993a6d1e191bfe24c7e1889572c1c66a\n-> checksum from database :  993a6d1e191bfe24c7e1889572c1c66a\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1506	23	14	2016-07-25 15:03:20	\n==> Verifying acquisition center\n-> Center Name : MTL\n-> CenterID  : 2\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
1507	23	14	2016-07-25 15:03:21	\n==> Data found for candidate   : CandID: 300059- PSCID: MTL059- Visit: V1- Acquired : 2010-01-12\n	N	Y	N	\N	MRIProcessingUtility.pm	Y
